Service_ID	Item_ID	ISBN13	Category	Rating	Status	Review	Tags	Memo	Added_Date	Read_Date	Title	Author	Publisher	Year	Type	Pages	Gemini_Summary	Gemini_Genre	Gemini_Recommendation
1	4799330837	9784799330838			積読				2026-07-07 1:03:40		「好き」を言語化する技術 推しの素晴らしさを語りたいのに「やばい!」しかでてこない	三宅香帆	ディスカヴァー・トゥエンティワン	2024-07-31	本	264			
1	4907188676	9784907188672			いま読んでる				2026-07-07 1:03:41		平和と愚かさ	東浩紀	ゲンロン	2025-12-18	本	500			
1	4865541128	9784865541120			積読				2026-07-07 1:06:31		Occultic;Nine (3) -オカルティック・ナイン- (オーバーラップ文庫)	志倉千代丸	オーバーラップ	2017-09-25	本				
1	4865540202	9784865540208			積読				2026-07-07 1:06:32		Occultic;Nine (2) -オカルティック・ナイン- (オーバーラップ文庫)	志倉千代丸	オーバーラップ	2015-04-23	本				
1	4906866212	9784906866212			積読				2026-07-07 1:06:32		Occultic;Nine (1) -オカルティック・ナイン- (オーバーラップ文庫)	志倉千代丸	オーバーラップ	2014-08-25	本	416			
1	488475574X	9784884755744			読み終わった				2026-07-07 1:07:16	2026-07-07 0:00:00	アカギ 1 (バンブーコミックス)	福本伸行	竹書房	1992-04-24	マンガ				
1	4884756207	9784884756208			読み終わった				2026-07-07 1:07:19	2026-07-07 0:00:00	アカギ (2) (近代麻雀コミックス バンブーコミックス)	福本伸行	竹書房	1992-12-09	マンガ				
1	4884756738	9784884756734			読み終わった				2026-07-07 1:07:20	2026-07-07 0:00:00	アカギ (3) (近代麻雀コミックス バンブーコミックス)	福本伸行	竹書房	1993-09-29	マンガ				
1	4884757238	9784884757236			読み終わった				2026-07-07 1:07:22	2026-07-07 0:00:00	アカギ 4 (バンブーコミックス)	福本伸行	竹書房	1994-06-27	マンガ				
1	4884757998	9784884757991			読み終わった				2026-07-07 1:07:26	2026-07-07 0:00:00	アカギ 5 (バンブーコミックス)	福本伸行	竹書房	1995-04-17	マンガ				
1	4812450055	9784812450055			読み終わった				2026-07-07 1:07:28	2026-07-07 0:00:00	アカギ 6 (バンブーコミックス)	福本伸行	竹書房	1996-01-25	マンガ				
1	4812451388	9784812451380			読み終わった				2026-07-07 1:07:30	2026-07-07 0:00:00	アカギ 7 (バンブーコミックス)	福本伸行	竹書房	1997-07-10	マンガ				
1	4591190137	9784591190135			いま読んでる				2026-07-07 1:11:10		「振り仮名」があれば学力は上がるのか (ポプラ新書 286)	松本大	ポプラ社	2026-06-24	本	238			
1	4121508610	9784121508614			積読				2026-07-07 1:11:14		本を読めなくなった人たち コスパとテキストメディアをめぐる現在形 (中公新書ラクレ)	稲田豊史	中央公論新社	2026-02-09	本	304			
1	4065399645	9784065399644			積読				2026-07-07 1:11:21		物語化批判の哲学 〈わたしの人生〉を遊びなおすために (講談社現代新書)	難波優輝	講談社	2025-07-17	本	240			
1	4799331426	9784799331422			読み終わった				2026-07-07 1:11:25	2026-07-07 0:00:00	増補改訂版 スマホ時代の哲学 「常時接続の世界」で失われた孤独をめぐる冒険	谷川嘉浩	ディスカヴァー・トゥエンティワン	2025-04-18	本	384			
1	4909044574	9784909044570			積読				2026-07-07 1:11:54		PLURALITY	オードリー・タン	サイボウズ	2025-05-02	本	400			
1	4041154391	9784041154397			いま読んでる				2026-07-07 1:12:30		涼宮ハルヒの劇場 (角川スニーカー文庫)	谷川流	KADOKAWA	2024-11-29	本	328			
1	404110792X	9784041107928			読み終わった				2026-07-07 1:12:34	2026-07-07 0:00:00	涼宮ハルヒの直観 (角川スニーカー文庫)	谷川流	KADOKAWA	2020-11-25	本	440			
1	4044292124	9784044292126			読み終わった				2026-07-07 1:13:56	2026-07-07 0:00:00	涼宮ハルヒの驚愕(後) (角川スニーカー文庫)	谷川流	KADOKAWA	2011-06-15	本	296			
1	4044292019	9784044292010			読み終わった				2026-07-07 1:14:43	2026-07-07 0:00:00	涼宮ハルヒの憂鬱 (角川スニーカー文庫)	谷川流	KADOKAWA	2003-06-06	本	328			
1	4044292027	9784044292027			読み終わった				2026-07-07 1:14:44	2026-07-07 0:00:00	涼宮ハルヒの溜息 (角川スニーカー文庫)	谷川流	KADOKAWA	2003-09-30	本	296			
1	4044292035	9784044292034			読み終わった				2026-07-07 1:14:46	2026-07-07 0:00:00	涼宮ハルヒの退屈 (角川スニーカー文庫)	谷川流	KADOKAWA	2003-12-27	本	328			
1	4044292043	9784044292041			読み終わった				2026-07-07 1:14:48	2026-07-07 0:00:00	涼宮ハルヒの消失 (角川スニーカー文庫)	谷川流	KADOKAWA	2004-07-31	本	264			
1	4044292051	9784044292058			読み終わった				2026-07-07 1:14:50	2026-07-07 0:00:00	涼宮ハルヒの暴走 (角川スニーカー文庫)	谷川流	KADOKAWA	2004-09-30	本	344			
1	404429206X	9784044292065			読み終わった				2026-07-07 1:14:52	2026-07-07 0:00:00	涼宮ハルヒの動揺 (角川スニーカー文庫)	谷川流	KADOKAWA	2005-03-31	本	312			
1	4044292078	9784044292072			読み終わった				2026-07-07 1:14:53	2026-07-07 0:00:00	涼宮ハルヒの陰謀 (角川スニーカー文庫)	谷川流	KADOKAWA	2005-08-31	本	440			
1	4044292086	9784044292089			読み終わった				2026-07-07 1:14:55	2026-07-07 0:00:00	涼宮ハルヒの憤慨 (角川スニーカー文庫)	谷川流	KADOKAWA	2006-04-28	本	312			
1	4044292094	9784044292096			読み終わった				2026-07-07 1:14:57	2026-07-07 0:00:00	涼宮ハルヒの分裂 (角川スニーカー文庫)	谷川流	角川書店	2007-03-31	本	312			
1	4044292108	9784044292102			読み終わった				2026-07-07 1:15:13	2026-07-07 0:00:00	涼宮ハルヒの驚愕 初回限定版 (角川スニーカー文庫)	谷川流	角川書店	2011-05-25	本	608			
1	4065274850	9784065274859			いま読んでる				2026-07-07 1:17:57		現代思想入門 (講談社現代新書)	千葉雅也	講談社	2022-03-16	本	248			
1	4480076719	9784480076717			読み終わった				2026-07-07 1:18:13	2026-07-07 0:00:00	日本経済の死角 収奪的システムを解き明かす (ちくま新書 1840)	河野龍太郎	筑摩書房	2025-02-07	本	288			
1	4794974191	9784794974198			読み終わった				2026-07-07 1:18:27	2026-07-07 0:00:00	男はなぜ孤独死するのか 男たちの成功の代償	トーマス・ジョイナー	晶文社	2024-05-24	本	336			
1	B079N1HQD6	4910164590483			読み終わった				2026-07-07 1:21:34	2026-07-07 0:00:00	電撃G’s magazine (2018年4月号) (月刊誌)	KADOKAWA	KADOKAWA	2018-02-28	雑誌				
1	4160070647	9784160070646			読み終わった				2026-07-07 1:31:48	2026-07-07 0:00:00	週刊文春エンタ+ (文春ムック)	文藝春秋	文藝春秋	2023-05	本				
1	4160070833	9784160070837			読み終わった				2026-07-07 1:31:53	2026-07-07 0:00:00	週刊文春エンタ+ 総力特集 怪獣8号 (文春ムック)	文藝春秋	文藝春秋	2024-04-22	本				
1	4160070507	9784160070509			読み終わった				2026-07-07 1:31:57	2026-07-07 0:00:00	週刊文春エンタ+ 特集 機動戦士ガンダム (文春MOOK)	文藝春秋	文藝春秋	2022-07-12	本				
1	4160070183	9784160070189			読み終わった				2026-07-07 1:31:59	2026-07-07 0:00:00	週刊文春エンタ! エンタメが私を救う。 (文春MOOK)	文藝春秋	文藝春秋	2020-12-03	本				
1	4160086993	9784160086999			読み終わった				2026-07-07 1:32:02	2026-07-07 0:00:00	週刊文春エンタ! アニメの力。 (文春MOOK)	文藝春秋	文藝春秋	2019-11-28	本				
1	4160071260	9784160071261			読み終わった				2026-07-07 1:32:06	2026-07-07 0:00:00	文春ムック 週刊文春エンタ+(プラス) 特集『機動警察パトレイバー』 (文春ムック)	文藝春秋編	文藝春秋	2026-05-15	雑誌				
1	483563585X	9784835635859			読み終わった				2026-07-07 1:32:37	2026-07-07 0:00:00	コードギアス 反逆のルルーシュ ゼロ×ぴあ (ぴあMOOK)	ぴあ	ぴあ	2019-02-12	本				
1	4041091047	9784041091043			積読				2026-07-07 1:32:48		STEINS;GATE 0 (6) (角川コミックス・エース)	姫乃タカ	KADOKAWA	2020-04-03	マンガ	228			
1	4041091039	9784041091036			積読				2026-07-07 1:32:50		STEINS;GATE 0 (5) (角川コミックス・エース)	姫乃タカ	KADOKAWA	2020-04-03	マンガ	212			
1	4041072891	9784041072899			積読				2026-07-07 1:32:51		STEINS;GATE 0 (4) (角川コミックス・エース)	姫乃タカ	KADOKAWA	2019-02-04	マンガ	212			
1	4049123193	9784049123197			読み終わった				2026-07-07 1:32:54	2026-07-07 0:00:00	STEINS;GATE ELITE 公式資料集 Deceive the World	電撃ゲーム書籍編集部	KADOKAWA	2018-11-30	本	128			
1	4041072883	9784041072882			積読				2026-07-07 1:32:56		STEINS;GATE 0 (3) (角川コミックス・エース)	姫乃タカ	KADOKAWA	2018-09-04	マンガ	212			
1	4041065534	9784041065532			積読				2026-07-07 1:32:57		STEINS;GATE 0 (2) (角川コミックス・エース)	姫乃タカ	KADOKAWA	2018-05-02	マンガ	212			
1	4041065526	9784041065525			積読				2026-07-07 1:32:59		STEINS;GATE 0 (1) (角川コミックス・エース)	姫乃タカ	KADOKAWA	2018-04-03	マンガ	212			
1	4758009015	9784758009010			積読				2026-07-07 1:33:03		STEINS;GATE 0 コミックアンソロジー (IDコミックス・DNAメディアコミックス)	アンソロジー	一迅社	2016-06-25	マンガ	148			
1	4048921037	9784048921039			積読				2026-07-07 1:33:05		STEINS;GATE 0 電撃コミックアンソロジー (電撃コミックスEX)	笹森トモエ	KADOKAWA	2016-05-27	マンガ	146			
1	4048657992	9784048657990			読み終わった				2026-07-07 1:33:10	2026-07-07 0:00:00	STEINS;GATE 0 公式資料集 Amadeus’ Script	電撃攻略本編集部	KADOKAWA	2016-03-31	本	272			
1	4047302228	9784047302228			読み終わった				2026-07-07 1:33:12	2026-07-07 0:00:00	STEINS;GATE 永劫回帰のパンドラ(1) (ファミ通クリアコミックス)	鳥飼やすゆき	KADOKAWA	2015-02-14	マンガ	144			
1	4088900324	9784088900322			読み終わった				2026-07-07 1:33:14	2026-07-07 0:00:00	STEINS;GATE 無限遠点のアークライト (ヤングジャンプコミックス)	成家慎一郎	集英社	2014-11-19	マンガ	212			
1	4041100267	9784041100264			読み終わった				2026-07-07 1:33:23	2026-07-07 0:00:00	TVAnime STEINS;GATE OFFICIAL GUIDEBOOK 記憶補完のモノグラフ	ニュータイプ	角川書店	2011-11-30	本	128			
1	4041100259	9784041100257			読み終わった				2026-07-07 2:02:12	2026-07-07 2:02:12	STEINS;GATE 相思相愛のトゥルーメモリーズ	未来ガジェット研究所	角川書店	2011-10-27	本	64			
1	4047263745	9784047263741			読み終わった				2026-07-07 2:02:21	2026-07-07 2:02:21	シュタインズ・ゲート 公式資料集	ファミ通Xbox編集部	エンターブレイン	2010-02-26	本	128			
		9784101369181			積読				2026-07-09 1:02:57		火車	宮部みゆき	新潮社	1998-01-30	本				
		9784098611874			積読				2026-07-09 1:27:04		スノウボールアース = SNOW BALL EARTH. 2	辻次夕日郎	小学館	2021-11-30	マンガ				
		9784098611072			積読				2026-07-09 1:37:10		スノウボールアース = SNOW BALL EARTH. 1	辻次夕日郎	小学館	2021-07-30	マンガ				
		9784845924233			積読				2026-07-10 23:12:07		アニメーションと国家	雪村まゆみ	フィルムアート社	2025-03-26					
		9784198615543			読み終わった				2026-07-11 3:39:09		ANIMAGE LIBRARY VOL.1 DVD BOOK「ほしのこえ」	新海誠	徳間書店	2002-09-30					
