Service_ID	Item_ID	ISBN13	Category	Rating	Status	Review	Tags	Memo	Added_Date	Read_Date	Title	Author	Publisher	Year	Type	Pages	Gemini_Summary	Gemini_Recommendation
1		4912044390466			読み終わった				2026-07-07 1:03:34	2026-07-07 0:00:00	将棋世界 2026年4月号	「将棋世界」編集部	マイナビ出版	2026-03-03	雑誌	228	日本将棋連盟が発行する、プロの棋譜解説や棋界の最新ニュース、詰将棋などを網羅した将棋ファン向けの月刊情報誌。	
1	4334108199	9784334108199			読み終わった				2026-07-07 1:03:35	2026-07-07 0:00:00	性的であるとはどのようなことか	難波優輝	光文社	2025-12-17	本	216	「性的」という概念が持つ複雑な意味や倫理的な問題を、哲学や社会学の観点から深く掘り下げた学術的な思想書。	
1	4152098708	9784152098702			積読				2026-07-07 1:03:35		三体	劉慈欣	早川書房	2019-07-04	本	448	異星文明「三体」と人類のファーストコンタクト、そして絶望的な生存競争を描き、世界的な大ヒットを記録した劉慈欣によるハードSF小説の傑作。	
1	4101050414	9784101050416			積読				2026-07-07 1:03:36		花ざかりの森・憂国 自選短編集 (新潮文庫)	三島由紀夫	新潮社	2020-10-28	本	352	三島由紀夫の早熟な才能を示す初期作『花ざかりの森』から、過激な死生観を描いた『憂国』まで、多様な魅力が詰まった短編傑作選。	
1	4150310475	9784150310479			積読				2026-07-07 1:03:37		ゼロ年代の想像力 (ハヤカワ文庫JA)	宇野常寛	早川書房	2011-09-09	本	480	宇野常寛が、2000年代の日本のサブカルチャーやネット空間の想像力を、社会状況の変容と結びつけて鋭く分析した画期的な批評書。	
1	4569860176	9784569860176			積読				2026-07-07 1:03:37		考察する若者たち (PHP新書)	三宅香帆	PHP研究所	2025-11-14	本	248	映画やアニメなどを「考察」という形で消費する現代の若者たちの心理と、その背景にある情報社会の構造を読み解く新書。	
1	4101035415	9784101035413			積読				2026-07-07 1:03:38		暇と退屈の倫理学 (新潮文庫)	國分功一郎	新潮社	2021-12-23	本	512	國分功一郎が「暇」と「退屈」をキーワードに、人間の生きる意味や消費社会の罠を根源的に問い直す、画期的な哲学書。	
1	4065399750	9784065399750			積読				2026-07-07 1:03:38		「選択肢」の選択史 ニトロプラスのシナリオライターはノベルゲームをどう作ってきたか (星海社新書)	下倉バイオ	星海社	2025-09-18	本	240	ニトロプラスの作品群を題材に、アドベンチャーゲームのシナリオにおける「選択肢」がどのように進化してきたかを追う一冊。	
1	4326851961	9784326851966			積読				2026-07-07 1:03:39		虚構世界はなぜ必要か? SFアニメ「超」考察	古谷利裕	勁草書房	2018-12-26	本	304	SFアニメなどの「虚構」が、現実の社会や人間の心においてどのような役割を果たし、なぜ不可欠なのかを真摯に考察する本。	
1	4816369783	9784816369780			積読				2026-07-07 1:03:39		史上最強の漢検マスター準1級問題集	オフィス海	ナツメ社	2021-02-08	本	320	漢字検定準1級の合格に直結する頻出問題を厳選し、効率的な学習をサポートする充実した対策テキスト。	
1	4163919090	9784163919096			いま読んでる				2026-07-07 1:03:40		西洋の敗北 日本と世界に何が起きるのか	エマニュエル・トッド	文藝春秋	2024-11-08	本	416	エマニュエル・トッドが、家族構造などの人口学的な視点から西洋社会の没落を予言し、今後の世界情勢の変動を読み解く著書。	
1	4799330837	9784799330838			積読				2026-07-07 1:03:40		「好き」を言語化する技術 推しの素晴らしさを語りたいのに「やばい!」しかでてこない	三宅香帆	ディスカヴァー・トゥエンティワン	2024-07-31	本	264	「推し」への熱い思いや感動を、語彙力を駆使して相手に的確に伝わるように言語化するための実践的な指南書。	
1	4907188676	9784907188672			いま読んでる				2026-07-07 1:03:41		平和と愚かさ	東浩紀	ゲンロン	2025-12-18	本	500	平和の脆さと、それを脅かす人間の愚行の歴史を省察する思想的エッセイ。	
1	4865541128	9784865541120			積読				2026-07-07 1:06:31		Occultic;Nine (3) -オカルティック・ナイン- (オーバーラップ文庫)	志倉千代丸	オーバーラップ	2017-09-25	本		黒幕の正体と事件の恐るべき真相が明らかになり、悠太たちは世界を揺るがす「アストラルチェイン」の謎に迫る急展開の第3巻。	
1	4865540202	9784865540208			積読				2026-07-07 1:06:32		Occultic;Nine (2) -オカルティック・ナイン- (オーバーラップ文庫)	志倉千代丸	オーバーラップ	2015-04-23	本		井の頭公園での集団身元不明死体事件を皮切りに、オカルト現象の裏に隠された巨大な陰謀が徐々に姿を現し始める、緊迫の第2巻。	
1	4906866212	9784906866212			積読				2026-07-07 1:06:32		Occultic;Nine (1) -オカルティック・ナイン- (オーバーラップ文庫)	志倉千代丸	オーバーラップ	2014-08-25	本	416	オカルトまとめブログを運営する我聞悠太の周囲に奇妙な面々が集い、やがて猟奇的な事件に巻き込まれていく様子を描く超常科学ノベル第1巻。	
1	488475574X	9784884755744			読み終わった				2026-07-07 1:07:16	2026-07-07 0:00:00	アカギ 1 (バンブーコミックス)	福本伸行	竹書房	1992-04-24	マンガ		昭和33年の雨の夜、ヤクザの麻雀に飛び入り参加した中学生・赤木しげるが、恐るべき才能で大人たちを圧倒する伝説の始まりを描く第1巻。	
1	4884756207	9784884756208			読み終わった				2026-07-07 1:07:19	2026-07-07 0:00:00	アカギ (2) (近代麻雀コミックス バンブーコミックス)	福本伸行	竹書房	1992-12-09	マンガ		凄腕の代打ち・矢木に挑むアカギ。「倍プッシュだ」のセリフと共に、常軌を逸した賭け金と心理戦で相手を追い詰める第2巻。	
1	4884756738	9784884756734			読み終わった				2026-07-07 1:07:20	2026-07-07 0:00:00	アカギ (3) (近代麻雀コミックス バンブーコミックス)	福本伸行	竹書房	1993-09-29	マンガ		盲目の雀士・市川との死闘。聴牌の気配すら悟らせない市川に対し、アカギが命を懸けた絶妙なブラフを仕掛ける白熱の第3巻。	
1	4884757238	9784884757236			読み終わった				2026-07-07 1:07:22	2026-07-07 0:00:00	アカギ 4 (バンブーコミックス)	福本伸行	竹書房	1994-06-27	マンガ		成長したアカギが偽アカギと対峙。本物と偽物の実力の差を見せつけるべく、容赦ない闘牌で偽アカギを粉砕する第4巻。	
1	4884757998	9784884757991			読み終わった				2026-07-07 1:07:26	2026-07-07 0:00:00	アカギ 5 (バンブーコミックス)	福本伸行	竹書房	1995-04-17	マンガ		ヤクザの組長・浦部との大勝負。保留された数千万円の借金を巡り、アカギが意図的な「鳴き」で場を支配していく第5巻。	
1	4812450055	9784812450055			読み終わった				2026-07-07 1:07:28	2026-07-07 0:00:00	アカギ 6 (バンブーコミックス)	福本伸行	竹書房	1996-01-25	マンガ		浦部との死闘が遂に決着。絶望的な状況から相手の心理の盲点を突いて大逆転を果たす、アカギの真骨頂が描かれる第6巻。	
1	4812451388	9784812451380			読み終わった				2026-07-07 1:07:30	2026-07-07 0:00:00	アカギ 7 (バンブーコミックス)	福本伸行	竹書房	1997-07-10	マンガ		新たな強敵・仲井との勝負や、日本の闇を支配する怪物・鷲巣巌との「鷲巣麻雀」への序章となる、緊迫感高まる第7巻。	
1	4591190137	9784591190135			いま読んでる				2026-07-07 1:11:10		「振り仮名」があれば学力は上がるのか (ポプラ新書 286)	松本大	ポプラ社	2026-06-24	本	238	ルビ（振り仮名）が子供の読解力や学習効果に与える影響について、実証的なデータに基づき多角的に考察した教育新書。	
1	4121508610	9784121508614			積読				2026-07-07 1:11:14		本を読めなくなった人たち コスパとテキストメディアをめぐる現在形 (中公新書ラクレ)	稲田豊史	中央公論新社	2026-02-09	本	304	情報過多や「タイパ」重視の現代社会において、なぜ人々が長文を読み通せなくなっているのかを深く分析する一冊。	
1	4065399645	9784065399644			積読				2026-07-07 1:11:21		物語化批判の哲学 〈わたしの人生〉を遊びなおすために (講談社現代新書)	難波優輝	講談社	2025-07-17	本	240	自分の人生を安易に「物語」として意味づけることの暴力性を指摘し、より自由な生のあり方を提示する哲学書。	
1	4799331426	9784799331422			読み終わった				2026-07-07 1:11:25	2026-07-07 0:00:00	増補改訂版 スマホ時代の哲学 「常時接続の世界」で失われた孤独をめぐる冒険	谷川嘉浩	ディスカヴァー・トゥエンティワン	2025-04-18	本	384	常時接続のSNS社会において、あえて「孤独」になることの価値と、自分自身と向き合う時間を取り戻すための哲学的考察。	
1	4909044574	9784909044570			積読				2026-07-07 1:11:54		PLURALITY	オードリー・タン	サイボウズ	2025-05-02	本	400	オードリー・タンらが中心となり、テクノロジーを活用して多様な人々が共存・協働する未来の民主主義のあり方を描いたビジョンブック。	
1	4041154391	9784041154397			いま読んでる				2026-07-07 1:12:30		涼宮ハルヒの劇場 (角川スニーカー文庫)	谷川流	KADOKAWA	2024-11-29	本	328	久しぶりの新作として発表されたシリーズ第13作。SOS団が再び演劇に挑戦するなど、変わらぬ彼らの騒がしい日常が描かれる。	
1	404110792X	9784041107928			読み終わった				2026-07-07 1:12:34	2026-07-07 0:00:00	涼宮ハルヒの直観 (角川スニーカー文庫)	谷川流	KADOKAWA	2020-11-25	本	440	待望のシリーズ再始動となる第12作。美術部の謎に挑む「あてずっぽナンバーズ」や長編「鶴屋さんの挑戦」などを収録。	
1	4044292124	9784044292126			読み終わった				2026-07-07 1:13:56	2026-07-07 0:00:00	涼宮ハルヒの驚愕(後) (角川スニーカー文庫)	谷川流	KADOKAWA	2011-06-15	本	296	分裂した世界線が交錯し、長きにわたる敵対組織との死闘がついに決着を迎える、圧倒的なスケールで描かれた第11作（後編）。	
1	4044292019	9784044292010			読み終わった				2026-07-07 1:14:43	2026-07-07 0:00:00	涼宮ハルヒの憂鬱 (角川スニーカー文庫)	谷川流	KADOKAWA	2003-06-06	本	328	宇宙人や未来人を巻き込んだ非日常を望む涼宮ハルヒと、平凡なキョンが出会いSOS団を結成する、大人気ライトノベルの記念すべき第1作。	
1	4044292027	9784044292027			読み終わった				2026-07-07 1:14:44	2026-07-07 0:00:00	涼宮ハルヒの溜息 (角川スニーカー文庫)	谷川流	KADOKAWA	2003-09-30	本	296	ハルヒの思いつきで文化祭の自主映画制作に巻き込まれたSOS団。映画の撮影進行と共に現実世界に異常事態が頻発する第2作。	
1	4044292035	9784044292034			読み終わった				2026-07-07 1:14:46	2026-07-07 0:00:00	涼宮ハルヒの退屈 (角川スニーカー文庫)	谷川流	KADOKAWA	2003-12-27	本	328	野球大会やミステリ風の合宿など、SOS団の賑やかで少し不思議な日常を描いた、シリーズ初の短編集となる第3作。	
1	4044292043	9784044292041			読み終わった				2026-07-07 1:14:48	2026-07-07 0:00:00	涼宮ハルヒの消失 (角川スニーカー文庫)	谷川流	KADOKAWA	2004-07-31	本	264	クリスマス直前、ハルヒが突如として存在しない世界に改変されてしまった中で、キョンが元の世界を取り戻すために奔走する最高傑作との呼び声高い第4作。	
1	4044292051	9784044292058			読み終わった				2026-07-07 1:14:50	2026-07-07 0:00:00	涼宮ハルヒの暴走 (角川スニーカー文庫)	谷川流	KADOKAWA	2004-09-30	本	344	エンドレスな夏休みや、雪山での不可解な遭難事件など、SOS団を襲う異常事態の数々を収録したスリリングな短編集の第5作。	
1	404429206X	9784044292065			読み終わった				2026-07-07 1:14:52	2026-07-07 0:00:00	涼宮ハルヒの動揺 (角川スニーカー文庫)	谷川流	KADOKAWA	2005-03-31	本	312	ハルヒの思いつきでバンド演奏に挑戦する文化祭の後日談や、朝比奈みくるの秘密に迫るエピソードを収録した短編集の第6作。	
1	4044292078	9784044292072			読み終わった				2026-07-07 1:14:53	2026-07-07 0:00:00	涼宮ハルヒの陰謀 (角川スニーカー文庫)	谷川流	KADOKAWA	2005-08-31	本	440	時間遡行の複雑なパラドックスをテーマに、未来の自分からの指示に従いながら奔走するキョンの姿を描いた、SF色の強い第7作。	
1	4044292086	9784044292089			読み終わった				2026-07-07 1:14:55	2026-07-07 0:00:00	涼宮ハルヒの憤慨 (角川スニーカー文庫)	谷川流	KADOKAWA	2006-04-28	本	312	学生会長との対立や、ハルヒの突拍子もないアイデアに振り回されながらも日常の謎を解き明かしていく短編集の第8作。	
1	4044292094	9784044292096			読み終わった				2026-07-07 1:14:57	2026-07-07 0:00:00	涼宮ハルヒの分裂 (角川スニーカー文庫)	谷川流	角川書店	2007-03-31	本	312	新入生勧誘の季節を迎え、SOS団に新たな入団希望者が現れる一方で、キョンの前に別の未来の可能性が提示されるシリーズ第9作。	
1	4044292108	9784044292102			読み終わった				2026-07-07 1:15:13	2026-07-07 0:00:00	涼宮ハルヒの驚愕 初回限定版 (角川スニーカー文庫)	谷川流	角川書店	2011-05-25	本	608	『涼宮ハルヒの驚愕』の前編と後編がセットになり、特製小冊子などの限定特典が付属したファン必携の特別版。	
1	4065274850	9784065274859			いま読んでる				2026-07-07 1:17:57		現代思想入門 (講談社現代新書)	千葉雅也	講談社	2022-03-16	本	248	千葉雅也が、デリダやドゥルーズ、フーコーといった難解な現代思想を、人生を生きやすくするためのツールとして分かりやすく解説する入門書。	
1	4480076719	9784480076717			読み終わった				2026-07-07 1:18:13	2026-07-07 0:00:00	日本経済の死角 収奪的システムを解き明かす (ちくま新書 1840)	河野龍太郎	筑摩書房	2025-02-07	本	288	日本経済が抱える構造的な問題や、富が一部に集中する「収奪的システム」の実態をデータに基づいて鋭く暴き出す経済書。	
1	4794974191	9784794974198			読み終わった				2026-07-07 1:18:27	2026-07-07 0:00:00	男はなぜ孤独死するのか 男たちの成功の代償	トーマス・ジョイナー	晶文社	2024-05-24	本	336	社会的つながりを失いやすい中年男性の孤独のメカニズムと、その背後にある男性特有の生きづらさやプレッシャーを考察した本。	
1	B079N1HQD6	4910164590483			読み終わった				2026-07-07 1:21:34	2026-07-07 0:00:00	電撃G’s magazine (2018年4月号) (月刊誌)	KADOKAWA	KADOKAWA	2018-02-28	雑誌		アニメやゲームの美少女キャラクター情報を特集する総合エンタメ誌。人気作品の最新情報や付録が魅力の2018年4月号。	
1	4160070647	9784160070646			読み終わった				2026-07-07 1:31:48	2026-07-07 0:00:00	週刊文春エンタ+ (文春ムック)	文藝春秋	文藝春秋	2023-05	本		アニメやゲームなど、エンタメ業界の最前線を週刊文春ならではの独自の切り口で深掘りする特集ムック。	
1	4160070833	9784160070837			読み終わった				2026-07-07 1:31:53	2026-07-07 0:00:00	週刊文春エンタ+ 総力特集 怪獣8号 (文春ムック)	文藝春秋	文藝春秋	2024-04-22	本		大ヒット漫画『怪獣8号』の魅力を徹底解剖し、作者インタビューや制作秘話などを収録した総力特集号。	
1	4160070507	9784160070509			読み終わった				2026-07-07 1:31:57	2026-07-07 0:00:00	週刊文春エンタ+ 特集 機動戦士ガンダム (文春MOOK)	文藝春秋	文藝春秋	2022-07-12	本		宇宙世紀シリーズを中心に、『機動戦士ガンダム』の歴史と魅力を独自の視点で再評価するファン必見の特集号。	
1	4160070183	9784160070189			読み終わった				2026-07-07 1:31:59	2026-07-07 0:00:00	週刊文春エンタ! エンタメが私を救う。 (文春MOOK)	文藝春秋	文藝春秋	2020-12-03	本		困難な時代におけるエンターテインメントの力をテーマに、様々な作品やクリエイターの声を収録した一冊。	
1	4160086993	9784160086999			読み終わった				2026-07-07 1:32:02	2026-07-07 0:00:00	週刊文春エンタ! アニメの力。 (文春MOOK)	文藝春秋	文藝春秋	2019-11-28	本		日本のアニメーションが持つ社会的影響力や表現の深さを、多角的な視点から詳細に分析・紹介する特集ムック。	
1	4160071260	9784160071261			読み終わった				2026-07-07 1:32:06	2026-07-07 0:00:00	文春ムック 週刊文春エンタ+(プラス) 特集『機動警察パトレイバー』 (文春ムック)	文藝春秋編	文藝春秋	2026-05-15	雑誌		名作『機動警察パトレイバー』の誕生秘話や世界観を徹底的に掘り下げた、ファン垂涎の完全保存版。	
1	483563585X	9784835635859			読み終わった				2026-07-07 1:32:37	2026-07-07 0:00:00	コードギアス 反逆のルルーシュ ゼロ×ぴあ (ぴあMOOK)	ぴあ	ぴあ	2019-02-12	本		『コードギアス』の主人公ルルーシュ・ヴィ・ブリタニア（ゼロ）の魅力をイラストやインタビューで解剖した、ぴあ発行の公式ファンブック。	
1	4041091047	9784041091043			積読				2026-07-07 1:32:48		STEINS;GATE 0 (6) (角川コミックス・エース)	姫乃タカ	KADOKAWA	2020-04-03	マンガ	228	幾多の犠牲と失敗を乗り越え、シュタインズゲートを目指す岡部の執念が遂に結実する、コミカライズ版『0』の堂々たる完結巻。	
1	4041091039	9784041091036			積読				2026-07-07 1:32:50		STEINS;GATE 0 (5) (角川コミックス・エース)	姫乃タカ	KADOKAWA	2020-04-03	マンガ	212	繰り返される悲劇と時間の迷宮の中で、岡部がかつての「狂気のマッドサイエンティスト」としての覚悟を取り戻そうと足掻く第5巻。	
1	4041072891	9784041072899			積読				2026-07-07 1:32:51		STEINS;GATE 0 (4) (角川コミックス・エース)	姫乃タカ	KADOKAWA	2019-02-04	マンガ	212	第三次世界大戦の危機が現実味を帯びる中、未来を変えるためのわずかな希望を探るラボメンたちの過酷な戦いが続く第4巻。	
1	4049123193	9784049123197			読み終わった				2026-07-07 1:32:54	2026-07-07 0:00:00	STEINS;GATE ELITE 公式資料集 Deceive the World	電撃ゲーム書籍編集部	KADOKAWA	2018-11-30	本	128	全編をアニメーションで再構築したゲーム『STEINS;GATE ELITE』の膨大な設定画や解説を収録した公式資料集。	
1	4041072883	9784041072882			積読				2026-07-07 1:32:56		STEINS;GATE 0 (3) (角川コミックス・エース)	姫乃タカ	KADOKAWA	2018-09-04	マンガ	212	正体不明の襲撃者や謎の少女・椎名かがりの出現により、平和だった日常が再び陰謀の渦に飲み込まれていく緊迫の第3巻。	
1	4041065534	9784041065532			積読				2026-07-07 1:32:57		STEINS;GATE 0 (2) (角川コミックス・エース)	姫乃タカ	KADOKAWA	2018-05-02	マンガ	212	アマデウスに保存された紅莉栖の記憶との対話を通じ、過去のトラウマに苦しみながらも運命に抗おうとする岡部を描く第2巻。	
1	4041065526	9784041065525			積読				2026-07-07 1:32:59		STEINS;GATE 0 (1) (角川コミックス・エース)	姫乃タカ	KADOKAWA	2018-04-03	マンガ	212	牧瀬紅莉栖を救うことを諦めた「β世界線」で、AI「アマデウス」と出会った岡部倫太郎の新たな絶望と再起を描く正統続編コミカライズ第1巻。	
1	4758009015	9784758009010			積読				2026-07-07 1:33:03		STEINS;GATE 0 コミックアンソロジー (IDコミックス・DNAメディアコミックス)	アンソロジー	一迅社	2016-06-25	マンガ	148	『STEINS;GATE 0』の世界観をベースに、多数の豪華執筆陣がラボメンたちのIFの日常やコメディを描いたアンソロジー。	
1	4048921037	9784048921039			積読				2026-07-07 1:33:05		STEINS;GATE 0 電撃コミックアンソロジー (電撃コミックスEX)	笹森トモエ	KADOKAWA	2016-05-27	マンガ	146	電撃大王の作家陣が参加し、『STEINS;GATE 0』のシリアスな本編とは一味違うキャラクターたちの魅力を描いた短編集。	
1	4048657992	9784048657990			読み終わった				2026-07-07 1:33:10	2026-07-07 0:00:00	STEINS;GATE 0 公式資料集 Amadeus’ Script	電撃攻略本編集部	KADOKAWA	2016-03-31	本	272	ゲーム『STEINS;GATE 0』の緻密なストーリー分岐やキャラクター設定、未公開ラフなどを網羅した完全ガイドブック。	
1	4047302228	9784047302228			読み終わった				2026-07-07 1:33:12	2026-07-07 0:00:00	STEINS;GATE 永劫回帰のパンドラ(1) (ファミ通クリアコミックス)	鳥飼やすゆき	KADOKAWA	2015-02-14	マンガ	144	『STEINS;GATE 0』の一部エピソードをフィーチャーし、特定のキャラクターの視点から物語を再構築したスピンオフコミック第1巻。	
1	4088900324	9784088900322			読み終わった				2026-07-07 1:33:14	2026-07-07 0:00:00	STEINS;GATE 無限遠点のアークライト (ヤングジャンプコミックス)	成家慎一郎	集英社	2014-11-19	マンガ	212	『STEINS;GATE 0』における椎名まゆりの視点に立ち、岡部を救うために彼女が下した決断と行動を描く感動のコミカライズ。	
1	4041100267	9784041100264			読み終わった				2026-07-07 1:33:23	2026-07-07 0:00:00	TVAnime STEINS;GATE OFFICIAL GUIDEBOOK 記憶補完のモノグラフ	ニュータイプ	角川書店	2011-11-30	本	128	テレビアニメ版『STEINS;GATE』の全エピソード解説やスタッフインタビューを収録し、物語の軌跡を振り返る公式ガイドブック。	
1	4041100259	9784041100257			読み終わった				2026-07-07 2:02:12	2026-07-07 2:02:12	STEINS;GATE 相思相愛のトゥルーメモリーズ	未来ガジェット研究所	角川書店	2011-10-27	本	64	『STEINS;GATE』のヒロインたちとの甘い恋愛模様や平和な日常のひとときをピックアップした、ファンディスク的な内容の関連書籍。	
1	4047263745	9784047263741			読み終わった				2026-07-07 2:02:21	2026-07-07 2:02:21	シュタインズ・ゲート 公式資料集	ファミ通Xbox編集部	エンターブレイン	2010-02-26	本	128	初代『STEINS;GATE』のゲーム設定、原画、世界線の構造解説など、作品を深く理解するための必須情報が詰まった一冊。	
		9784101369181			積読				2026-07-09 1:02:57		火車	宮部みゆき	新潮社	1998-01-30	本		クレジットカード破産という社会問題に翻弄され、他人の戸籍を奪って生きようとした女性の足跡を追う、宮部みゆきの傑作ミステリー。	
		9784098611874			積読				2026-07-09 1:27:04		スノウボールアース = SNOW BALL EARTH. 2	辻次夕日郎	小学館	2021-11-30	マンガ		氷の地球で新たな生存者コミュニティと出会うものの、隠された陰謀や新たな怪獣の脅威に直面し、世界の謎に迫っていく緊迫の第2巻。	
		9784098611072			積読				2026-07-09 1:37:10		スノウボールアース = SNOW BALL EARTH. 1	辻次夕日郎	小学館	2021-07-30	マンガ		巨大怪獣を倒し地球を救った少年が、氷河期と化した未来の地球に帰還し、相棒のロボットと共に過酷な世界を生き抜くSFサバイバル第1巻。	
		9784845924233			積読				2026-07-10 23:12:07		アニメーションと国家	雪村まゆみ	フィルムアート社	2025-03-26			プロパガンダからクールジャパンまで、国家がアニメーションをどのように利用し、文化として形成してきたかを歴史的に分析する学術書。	
		9784198615543			読み終わった				2026-07-11 3:39:09		ANIMAGE LIBRARY VOL.1 DVD BOOK「ほしのこえ」	新海誠	徳間書店	2002-09-30			新海誠監督が個人制作で完成させ世界を驚かせたデビュー作『ほしのこえ』のDVDと、詳細な制作秘話を収録した公式ムック本。	
